es-ES, Accion, Amistad, Animacion, Aventuras, Aventuras marinas,Basado en hechos reales,Biografico,Bodas,Catastrofes,Ciencia ficción,Cine dentro del cine,Cine familiar,Cine epico,Comedia,Comedia dramática,Comedia negra,Comedia romantica,Cómic,Dinosaurios,Discapacidad,Discapacidad auditiva,Documental,Documental sobre música,Drama,Drama romántico,Enfermedad,Espionaje,Extraterrestres,Familia,Fantastico,Fin del mundo,Gatos,Infancia,Infantil,Internet ,Informática,Intriga,Magia,Marvel Comics,Metraje encontrado,Música,Osos,Pixar,Precuela,Prostitución,Robots,Romance,Secuela,Superhéroes,Supervivencia,Teatro,Terremotos,Terror,Vejez,Viajes en el tiempo,Videojuego
en-US,Remake,Road Movie,Thriller,Spin-off
